slug,model,title,year,km,price_tl,age
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,69500,1750000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2017,168240,1312000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,151000,1560000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2017,193000,1525000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2017,98000,1450000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,59000,1815000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,130000,1620000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,120000,1950000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,84000,1700000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2017,135000,1320000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2017,170000,1185000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,73500,1725000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2017,267000,1490000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2017,120000,1310000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2017,65000,1650000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2017,103500,1500000,9
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,109000,1810000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2018,76300,1670000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,103000,1659750,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,51000,1750000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,102000,1700000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,88000,1875000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,225000,1485000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,101000,1670000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,144000,1824750,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,120000,1800000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,125000,1718850,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,135000,1627500,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,69000,1645000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,164000,1710000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,100000,1625000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,145000,1538000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,87000,1925000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,160000,1575000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,120000,1550000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,25000,1790000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,105000,1655000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,167000,1770000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,100116,1830000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,159000,1675000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,151500,1690000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,85000,1625000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,83687,1785000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,112000,1619000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,158000,1550000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,124500,1820000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,165000,1539950,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2018,118000,1460000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2018,65000,1930000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,122000,1770000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,64521,1850000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,93000,1830000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,225000,1485000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,133000,1850000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,119000,1650000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,94000,1700000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,83300,1700000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,154000,1589000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,136000,1839000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,185890,1499500,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,73000,1839000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,71000,1875000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,171000,1745000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,89900,1645000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,144000,1750000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,136500,1670000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,193000,1575000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,207000,1550000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,122000,1728000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,158000,1700000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 2.0 CRDi Executive,2018,83000,1730000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,215000,1590000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,73000,1729900,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,111000,1710000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,86500,1650000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,154500,1725000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2018,92000,1840000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,189000,1750000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,190000,1579000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,106000,1665000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,233500,1620000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,98000,1680000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2018,120000,1660000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,90500,1650000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,79000,1719750,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Style,2018,135000,1520000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,198500,1590000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,66000,1875000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,112000,1749000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,161857,1680000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,109500,1650000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,168000,1475000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,155000,1825000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,110000,1850000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,47000,1775000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,199500,1475000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,107000,1549000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,95000,1650000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,204000,1825000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,138000,1590000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,102000,1890000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,105000,1695000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,180000,1690000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,99000,1840000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,111000,1779000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,121000,1770000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,65000,1800000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,209000,1500000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite,2018,218000,1520000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 GDi Elite,2018,55000,1745000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,140000,1680000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2018,192000,1470000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2018,75500,1730000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,78000,1700000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,140000,1800000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Elite Plus,2018,188000,1445000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,106000,1735000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2018,102000,1880000,8
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2019,140000,1775000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,123000,1690000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,88000,1795000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,102000,1828000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,103000,1850000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,84000,1785000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,129000,1665000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,72000,1749000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,128000,1489999,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,118000,1750000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,110000,1660000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,155000,1599000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2019,160000,1695000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,42000,2050000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,90000,1519000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line,2019,77000,1965000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,122000,1710000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,103000,1720000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,55000,1915000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,120000,1745000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,66000,1899000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,175000,1695000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,129000,1738850,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,102000,1690000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,86000,1750000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,130000,1818850,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,175000,1685000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line Plus,2019,81000,2020000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2019,79000,1990000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2019,99000,1795000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2019,175000,1575000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,77000,1795000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,135000,1690000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,155000,1725000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,74000,1765000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,69000,1670000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,123500,1760000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2019,82000,2000000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,195000,1595000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2019,141000,1539000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,186000,1615000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,90000,1800000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,89000,1845000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,89000,1775000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,210000,1680000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,133000,1740000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,138000,1650000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,69000,1800000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2019,114000,1785000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,107000,1690000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,55000,1810000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2019,105000,1749000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,256000,1525000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,99350,1825000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line,2019,139000,1599900,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2019,216000,1775000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Red Pack,2019,106023,1890000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2019,141000,1579000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,66000,1900000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,90000,1850000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2019,62000,1915000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,124000,1765000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style,2019,182000,1650000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,47000,2020000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,110000,1835000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,149000,1680000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,130000,1749900,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,149700,1560000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,86000,1945000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,42000,1955000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,93000,1880000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,135500,1595000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,96000,1880000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,100000,1780000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,115000,1810000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,68000,1955000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,225000,1555000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,173850,1695000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,100000,1800000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,100000,1770000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,96000,1835000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,122000,1780000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,135300,1825000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,123000,1685000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,250000,1511000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,162000,1520900,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,86000,1870000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,110500,1750000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,84000,1740000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,43400,2055000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2019,210000,1730000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,90000,1815000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,157000,1780000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,52000,1910000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,128000,1525000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,110000,1920000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,63000,1885000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,100000,1880000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,73000,1880000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,93500,1740500,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Style Plus,2019,136000,1700000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2019,214000,1500000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line Plus,2019,190000,2000000,7
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,114500,1860000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,98666,1989000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,60150,1950000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line,2020,77850,1860000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,26000,1879000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,94211,1980000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,42000,1985000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,65000,1989999,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,137000,1738850,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line,2020,170000,1670000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,145000,1780000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,125000,1690000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,123000,1759000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,141252,1775000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line Plus,2020,98000,1870000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,135000,1790000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,88000,1875000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,204000,1530000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,56000,1925000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,88200,1820000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,116000,1765000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,115000,2049999,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,40000,1890000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,184000,1525000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,108000,1875000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,47000,1820000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line,2020,62500,1949000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,114000,1730000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line Plus,2020,76000,1978000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite Plus,2020,89444,1920000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line,2020,128000,1749000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,124000,1725000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,115000,1625000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Elite,2020,130000,1799950,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,69000,1715000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,78000,1829000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi N Line Plus,2020,103000,1765000,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 CRDi Smart,2020,59000,1874500,6
hyundai-tucson,Hyundai Tucson,Hyundai Tucson 1.6 T-GDi Power Edition,2020,95526,1690000,6
