slug,model,title,year,km,price_tl,age
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,149000,999999,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,188000,849000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,430000,580000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,113550,1150000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,252000,780000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,88500,990000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,242000,899999,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,269000,729000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,149000,975000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,98000,1297000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,271000,945000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,108000,1329750,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,190000,949000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,230000,930000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,144000,1147750,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,265000,765000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,204000,925000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,250500,755000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,150000,965000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,115000,1195000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,95000,1065000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,132500,875000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,143000,950000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,232000,875000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,358000,720000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,323000,804000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,200000,549000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,161000,835000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,244000,695000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,240000,745000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,200000,1060000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,135000,925000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,192000,789000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,260000,795000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,160000,1075000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,175000,1025000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,120000,1225000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,141000,985000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,155400,1190000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,290000,825000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,383500,815000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,313600,660000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,206000,825000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,170000,875000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,174000,975000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,195000,1100000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,257590,777000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,198000,925000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,147000,1210000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,213000,900000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,217000,685000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,295000,880000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,83000,1095000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,139000,1095000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,233000,835000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,290000,799999,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Adventure,2016,395000,690000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,112000,1175000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,120500,1149000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,300000,830000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,214000,950000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,132000,1265000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,243000,925000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,138000,955000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,148200,1155000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,99000,1170000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,232000,1100000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,252000,820000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,286000,675000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,123000,995000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,156000,970000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,222000,930000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,286000,675000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,271000,875000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,258000,760000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,420000,750000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,195000,1070000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,140000,1145000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,158000,1135500,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,320000,815000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,250000,610000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,300000,799999,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,350000,800000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,135000,915000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,158000,920000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,360000,725000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,199000,769900,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,270000,790000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,199000,875000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,420000,650000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,62053,1400000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,256000,795000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,166000,1150000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,325000,750000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,155000,1230000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,84912,1235000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,54000,1100000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,102000,1250000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,300000,925000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,147500,960000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,110000,1025000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,155000,1100000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,238000,835000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,230000,790000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,276000,805000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,183000,935000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,188000,940000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2016,70000,1300000,10
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2016,250000,849000,10
dacia-duster,Dacia Duster,Dacia Duster 1.6 Ambiance,2017,550000,550000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,114000,865000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,207500,1175000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,255000,830000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,100000,1250000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,335000,715000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,259000,955000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,296000,810000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,133500,970000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,212000,1020000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,141500,1069000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,154000,1050000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,230000,985000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,138000,935000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,174000,1045000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,175000,1105000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,158000,1100000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,257000,840000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,116471,1160000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,225000,850000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,164000,980000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,179000,1025000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,189000,889000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,610000,550000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,234000,758000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,213000,865000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,93000,1195000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,264000,880000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,186000,1060000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,247000,950000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,156000,1190000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,340000,875000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,228000,865000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,121000,1245000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,322000,810000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,149900,1099000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,239000,885000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,199000,980000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,199000,895000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,211000,855000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,212000,815000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,244000,885000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,190000,845000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,330800,695000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,376000,775000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,345000,695000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,266000,765000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,348000,710000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,169000,865000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,319000,825000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,125000,1260000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,251000,710000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,532000,550000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,152500,1165000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,158000,1250000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,207000,959000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,236000,840000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,229000,765000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,273000,800000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,273000,839000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,197000,895000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,196000,1025000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,150000,1195000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,144400,1146750,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,87000,975000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,128000,1020000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,185000,1010000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,305000,810000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,174000,980000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,107000,1075000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,120000,1185000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,283000,752750,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,199000,885000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,201000,985000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,97000,1100000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,210000,960000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,189000,1100000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,200000,985000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,260000,865000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,122000,879000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,193000,1325000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,31000,1339000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,178500,985000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,68850,1325000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,90000,1065000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,157000,930000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,142500,995000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,362000,700000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,110000,1180000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,166000,1315000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,271000,770000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,191000,960000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,285000,940000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,183000,1040000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,130000,1215000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,223000,851000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,168000,1050000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,141000,1118000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,140000,1135000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,61000,1115000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,198000,1010000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,225000,799000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,210000,715000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,170000,925000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,340000,780000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,194000,1170000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,190000,1100000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,182000,985000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,247000,860000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,225000,855000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,267000,975000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,201000,1000000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,205000,840000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,240000,950000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,249000,920000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,265000,815000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,251000,810000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,187777,900000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,118000,1130000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,158000,1280000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,310000,860000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,352000,880000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,276000,795000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,116000,1126661,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Ambiance,2017,250000,835000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,128000,1140000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Blackshadow,2017,121000,1235000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,134000,1290000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2017,126000,1150000,9
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,154378,1170000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,242000,899000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,185000,1300000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,129000,1350000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,85000,1617000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,73000,1385000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,137000,1265000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,223000,1350000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,170000,1230000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,210000,1080000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,199000,1099000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,161000,1250000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,171000,1275000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,410000,740000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,100100,1565000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,164000,925000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,215000,1040000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,238000,950000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,190000,980000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,162000,898500,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,167000,1150000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,148000,1259000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,136800,1550000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,222000,824000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,145200,1350000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,216000,1300000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,100000,1510000,8
dacia-duster,Dacia Duster,Dacia Duster 1.2 Tce Prestige,2018,74000,970000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 BlueDCI Comfort,2018,131061,1069000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,230000,1115000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,188000,1190000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,150000,845000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,139000,1175000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,109900,1134000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,132000,1120000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,233000,959999,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,150166,1140000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,165000,1040000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,144500,1229900,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,196000,1215000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,164000,1050000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Laureate,2018,317000,749000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,78000,1295000,8
dacia-duster,Dacia Duster,Dacia Duster 1.2 Tce Prestige,2018,100000,989000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,207500,999900,8
dacia-duster,Dacia Duster,Dacia Duster 1.6 Comfort,2018,99700,1044750,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,226000,915000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,185000,1150000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,149100,1215000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,196000,1085000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,170000,1195000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,66000,1429900,8
dacia-duster,Dacia Duster,Dacia Duster 1.6 Sce Comfort,2018,150000,1000000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,303000,845000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,255000,870000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Comfort,2018,254000,975000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,198000,1100000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,320000,700000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,142000,1385000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,63000,1500000,8
dacia-duster,Dacia Duster,Dacia Duster 1.5 dCi Prestige,2018,137000,1375000,8
