slug,name,cat,title,year,km,price_tl,age,variant
alfa-romeo-junior-elettrica,Junior Elettrica,arazi-suv-pick-up,Alfa Romeo Junior Elettrica,2024,18000.0,1999800,2,diger
alfa-romeo-junior-elettrica,Junior Elettrica,arazi-suv-pick-up,Alfa Romeo Junior Elettrica,2024,14000.0,1798750,2,diger
alfa-romeo-junior-elettrica,Junior Elettrica,arazi-suv-pick-up,Alfa Romeo Junior Elettrica,2024,28000.0,1679000,2,diger
alfa-romeo-junior-elettrica,Junior Elettrica,arazi-suv-pick-up,Alfa Romeo Junior Elettrica,2025,17000.0,1824900,1,diger
alfa-romeo-junior-elettrica,Junior Elettrica,arazi-suv-pick-up,Alfa Romeo Junior Elettrica,2025,11000.0,1820000,1,diger
alfa-romeo-junior-elettrica,Junior Elettrica,arazi-suv-pick-up,Alfa Romeo Junior Elettrica,2025,6100.0,2049000,1,diger
alfa-romeo-junior-elettrica,Junior Elettrica,arazi-suv-pick-up,Alfa Romeo Junior Elettrica,2025,28000.0,1850000,1,diger
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2 speciale,2024,18000.0,1895000,2,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2 speciale,2024,9100.0,1999000,2,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2024,6001.0,2020000,2,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2 speciale,2024,32000.0,1849000,2,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2 speciale,2024,27000.0,1980000,2,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2024,18500.0,1850000,2,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,48000.0,1835000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2 speciale,2025,31850.0,1820000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,11036.0,1865000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,30000.0,1825000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,44649.0,1840000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,8500.0,1949500,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,20853.0,1889000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,14019.0,1855000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2025,10180.0,1870000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2 speciale,2025,6001.0,2000000,1,1.2
alfa-romeo-junior-ibrida,Junior Ibrida,arazi-suv-pick-up,Alfa Romeo Junior Ibrida 1.2,2026,6001.0,2150000,0,1.2
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Edizione Speciale,2022,62600.0,2035000,4,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D Sprint,2022,12500.0,1935000,4,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Edizione Speciale,2022,61000.0,2060000,4,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Edizione Speciale,2022,48200.0,1915000,4,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D Sprint,2022,93000.0,1815000,4,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 VGT Edizione Speciale,2022,63000.0,1890000,4,1.5
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Ti,2022,23000.0,2045000,4,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2022,74150.0,1729900,4,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Edizione Speciale,2022,47000.0,1939058,4,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Veloce,2022,60000.0,2135000,4,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 VGT Edizione Speciale,2022,78000.0,2050000,4,1.5
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2022,37900.0,1959000,4,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D Sprint,2022,137000.0,1660000,4,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Veloce,2023,29700.0,2134950,3,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Veloce,2023,34456.0,2195000,3,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,34774.0,2030000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,29000.0,1750000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Veloce,2023,47000.0,2075000,3,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,61500.0,1965000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.3 Hybrid Veloce,2023,9000.0,2479950,3,1.3 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,48000.0,1869000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,53000.0,1919000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,78000.0,1849750,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Veloce,2023,58500.0,2185000,3,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,74700.0,1924950,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,27000.0,1975000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,68000.0,1925000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Veloce,2023,29000.0,2040000,3,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 VGT Veloce,2023,79000.0,2070000,3,1.5
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,45000.0,1920000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.3 Hybrid Veloce,2023,60000.0,2320000,3,1.3 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,29864.0,2050000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,32000.0,1770000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.3 Hybrid Veloce,2023,28700.0,2318950,3,1.3 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Veloce,2023,87000.0,2079000,3,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,50411.0,1935000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,72000.0,1884000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,49544.0,1960000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,97400.0,1789000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.3 Hybrid Veloce,2023,55000.0,2215000,3,1.3 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,27500.0,2270000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Ti,2023,48000.0,2040000,3,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.3 Hybrid Veloce,2023,42500.0,2475000,3,1.3 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,65000.0,1840000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 VGT Veloce,2023,34000.0,2380000,3,1.5
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,75000.0,1875000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,52000.0,1859000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,99000.0,1830000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,77000.0,1929000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,121000.0,1775000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,17000.0,2100000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,56000.0,1850000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,65850.0,1855000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,45000.0,2020000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2023,22000.0,2160000,3,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D Speciale,2024,40000.0,2365000,2,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2024,13000.0,2250000,2,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2024,12345.0,2049000,2,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D TI,2024,52203.0,2085000,2,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D Speciale,2024,11575.0,2300000,2,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 VGT Edizione Speciale,2024,25500.0,2450000,2,1.5
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.6 D Speciale,2024,34000.0,2350000,2,1.6 D
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Edizione Speciale,2025,15000.0,3050000,1,1.5 Hybrid
alfa-romeo-tonale,Tonale,arazi-suv-pick-up,Alfa Romeo Tonale 1.5 Hybrid Edizione Speciale,2025,6500.0,2684900,1,1.5 Hybrid
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2015,269000.0,995000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambition,2015,175000.0,1470000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,137377.0,1175000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,108000.0,1450000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2015,195000.0,1750000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.2 TFSI Attraction,2015,80000.0,1149000,11,1.2
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI S Line,2015,215750.0,1474000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambition,2015,199000.0,1230000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2015,181000.0,1089000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2015,95000.0,1385000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2015,76000.0,1595000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,230000.0,1100000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Cabrio 1.4 TFSI Ambition,2015,181000.0,1935000,11,1.4
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambition,2015,325000.0,898000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.2 TFSI Attraction,2015,210000.0,1159750,11,1.2
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,195000.0,1269000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI S Line,2015,240000.0,965000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2015,101000.0,1565000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2015,297000.0,1050000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,193000.0,1020000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2015,215000.0,1360000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2015,180000.0,1395000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2015,144000.0,1450000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2015,202000.0,1385000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Cabrio 1.4 TFSI Ambiente,2015,96000.0,1925000,11,1.4
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambition,2015,159000.0,1500000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,57443.0,1575000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.4 TFSI Attraction,2015,168000.0,1050000,11,1.4
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI S Line,2015,323000.0,1200000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Sport Line,2015,245000.0,1150000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2015,242000.0,1260000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,175000.0,1350000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2015,158000.0,1550000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Cabrio 1.4 TFSI Ambition,2015,187000.0,1919900,11,1.4
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2015,245000.0,1350000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2015,130000.0,1345000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2015,178200.0,1415000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2015,96520.0,1655000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2015,364000.0,1030000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2015,228000.0,1300000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambition,2015,240000.0,1275000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI S Line,2015,255000.0,1350000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI S Line,2015,360000.0,1095000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Cabrio 1.4 TFSI Ambiente,2015,219000.0,1869000,11,1.4
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2015,136000.0,1360000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.2 TFSI Ambiante,2015,178000.0,1115000,11,1.2
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2015,223000.0,1275000,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2015,217000.0,1195750,11,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Sport Line,2016,259000.0,1285000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,152000.0,1370000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2016,185000.0,1395000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.0 TFSI Dynamic,2016,197500.0,1350000,10,1.0
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Design Line,2016,210000.0,1235000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2016,185000.0,1325000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2016,95000.0,1425000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2016,187000.0,1320000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Sport Line,2016,162000.0,1600000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2016,286000.0,1150000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2016,164500.0,1190000,10,1.0
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Design Line,2016,303000.0,1130000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2016,76500.0,1500000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2016,83500.0,1495000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2016,168000.0,1140000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2016,162000.0,1365000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambiente,2016,235000.0,1135000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,161000.0,1680000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambition,2016,258000.0,1230000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Sport Line,2016,145000.0,1515000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Sport Line,2016,113200.0,1548500,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2016,118000.0,1385000,10,1.0
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Design Line,2016,268000.0,1358000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Dynamic,2016,205000.0,1310000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.4 TFSI Attraction,2016,172500.0,1130000,10,1.4
audi-a3,A3,otomobil,Audi A3 Sedan 1.0 TFSI Design Line,2016,101000.0,1470000,10,1.0
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Sport Line,2016,190000.0,1330000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Sport Line,2016,135000.0,1759000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,174000.0,1685000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,236000.0,1269750,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,225164.0,1190000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,259000.0,995000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,163000.0,1310000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2016,176000.0,1270000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2016,183736.0,1150000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambiente,2016,195000.0,1428000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2016,263000.0,1225000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Design Line,2016,94000.0,1689900,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2016,174000.0,1520000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2016,87000.0,1485000,10,1.0
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Ambition,2016,257000.0,1230000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Attraction,2016,185000.0,1232000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Ambition,2016,153000.0,1395000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2016,58000.0,1560000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Standart,2016,238000.0,1150000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Design Line,2016,85000.0,1675000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2016,163000.0,1340000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Attraction,2016,72000.0,1459000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.0 TFSI Dynamic,2016,105000.0,1465000,10,1.0
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Sport Line,2016,238000.0,1150000,10,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2017,184000.0,1281000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Dynamic,2017,145000.0,1480000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,360000.0,1095000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2017,107000.0,1465000,9,1.0
audi-a3,A3,otomobil,Audi A3 Sedan 1.5 TFSI Sport Line,2017,145000.0,1780000,9,1.5
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,120000.0,1570000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Design Line,2017,199000.0,1399000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,202500.0,1345000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Dynamic,2017,155000.0,1390000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Sport Line,2017,216000.0,1395000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2017,196000.0,1190000,9,1.0
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,290000.0,1100000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2017,114800.0,1450000,9,1.0
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2017,133716.0,1350000,9,1.0
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2017,130000.0,1439000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2017,174000.0,1530000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,118000.0,1625000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,178000.0,1347000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,248000.0,1299000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.0 TFSI Dynamic,2017,140000.0,1399000,9,1.0
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,260000.0,1098000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Dynamic,2017,46000.0,1870000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Dynamic,2017,141600.0,1340000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.0 TFSI Dynamic,2017,156000.0,1560000,9,1.0
audi-a3,A3,otomobil,Audi A3 Sportback 1.6 TDI Dynamic,2017,144700.0,1450000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Sport Line,2017,130000.0,1820000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sedan 1.6 TDI Design Line,2017,296000.0,1725000,9,1.6 TDI
audi-a3,A3,otomobil,Audi A3 Sportback 1.0 TFSI Dynamic,2017,75500.0,1400000,9,1.0
